case,cores,status,no_l2_makespan,cache_makespan,l2_relative_speedup,no_l2_added_copy_bytes,cache_added_copy_bytes,cache_partition_added_copy_bytes,cache_spill_added_copy_bytes,no_l2_cache_hit_rate,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,cache_hits,cache_misses,official_evals,solver_seconds,plan_file,result_file
case_050,3,scored,51756,51340,1.008102844,447188,447188,447188,0,,0.333771003,210480,420132,157,431,12,13.352,results_problem3_v2_final/case_050_3cores/best_plan.json,results_problem3_v2_final/case_050_3cores/best_result.json.gz
case_050,4,scored,40865,40549,1.007793041,732042,732042,732042,0,,0.388389092,315932,497510,243,446,12,14.556,results_problem3_v2_final/case_050_4cores/best_plan.json,results_problem3_v2_final/case_050_4cores/best_result.json.gz
case_050,5,scored,33127,33022,1.003179698,704646,704646,704646,0,,0.403254712,318172,470838,288,454,12,12.866,results_problem3_v2_final/case_050_5cores/best_plan.json,results_problem3_v2_final/case_050_5cores/best_result.json.gz
case_051,1,scored,607628,607628,1.000000000,0,0,0,0,,0.000000000,0,393216,0,12,1,0.308,results_problem3_v2_final/case_051_1cores/best_plan.json,results_problem3_v2_final/case_051_1cores/best_result.json.gz
case_051,2,scored,366212,363318,1.007965474,393864,393872,393872,0,,0.499791550,393216,393544,12,176,12,4.311,results_problem3_v2_final/case_051_2cores/best_plan.json,results_problem3_v2_final/case_051_2cores/best_result.json.gz
case_051,3,scored,301518,297321,1.014116056,393992,394000,394000,0,,0.499809360,393262,393562,35,185,12,5.178,results_problem3_v2_final/case_051_3cores/best_plan.json,results_problem3_v2_final/case_051_3cores/best_result.json.gz
case_051,4,scored,263094,258807,1.016564467,525320,590864,590864,0,,0.599776323,589916,393644,64,226,12,4.889,results_problem3_v2_final/case_051_4cores/best_plan.json,results_problem3_v2_final/case_051_4cores/best_result.json.gz
case_051,5,scored,208670,205151,1.017153219,328816,328828,328828,0,,0.454375095,327818,393652,79,230,8,0.558,results_problem3_v2_final/case_051_5cores/best_plan.json,results_problem3_v2_final/case_051_5cores/best_result.json.gz
case_052,1,scored,180301,180301,1.000000000,0,0,0,0,,0.000000000,0,810044,0,259,1,0.327,results_problem3_v2_final/case_052_1cores/best_plan.json,results_problem3_v2_final/case_052_1cores/best_result.json.gz
case_052,2,scored,85344,85209,1.001584340,430632,430632,430632,0,,0.090012097,98816,998992,28,304,12,7.288,results_problem3_v2_final/case_052_2cores/best_plan.json,results_problem3_v2_final/case_052_2cores/best_result.json.gz
case_052,3,scored,59088,58857,1.003924767,577600,596032,596032,0,,0.142443370,176652,1063504,52,312,12,7.325,results_problem3_v2_final/case_052_3cores/best_plan.json,results_problem3_v2_final/case_052_3cores/best_result.json.gz
case_052,4,scored,44532,44532,1.000000000,732232,732232,732232,0,,0.163072521,220688,1132624,64,321,12,7.845,results_problem3_v2_final/case_052_4cores/best_plan.json,results_problem3_v2_final/case_052_4cores/best_result.json.gz
case_052,5,scored,37440,37440,1.000000000,328704,328704,328704,0,,0.223909065,254976,883772,41,269,10,4.103,results_problem3_v2_final/case_052_5cores/best_plan.json,results_problem3_v2_final/case_052_5cores/best_result.json.gz
case_053,1,scored,1472686,1428109,1.031214004,5405536,5405536,0,5405536,,0.624870838,5155968,3095286,342,363,1,1.836,results_problem3_v2_final/case_053_1cores/best_plan.json,results_problem3_v2_final/case_053_1cores/best_result.json.gz
case_053,2,scored,706748,706748,1.000000000,3301878,3301878,3301878,0,,0.232753482,1247878,4113494,166,858,5,33.015,results_problem3_v2_final/case_053_2cores/best_plan.json,results_problem3_v2_final/case_053_2cores/best_result.json.gz
case_053,3,scored,482016,481790,1.000469084,5284428,5284428,5235276,49152,,0.290875955,2057322,5015528,455,923,1,2.418,results_problem3_v2_final/case_053_3cores/best_plan.json,results_problem3_v2_final/case_053_3cores/best_result.json.gz
case_053,4,scored,371227,366396,1.013185188,7937666,7937666,7937666,0,,0.371249160,3426704,5803496,765,1122,1,2.897,results_problem3_v2_final/case_053_4cores/best_plan.json,results_problem3_v2_final/case_053_4cores/best_result.json.gz
case_053,5,scored,325225,312207,1.041696695,9621590,9621590,9621590,0,,0.283647692,3049974,7702710,936,1219,1,2.822,results_problem3_v2_final/case_053_5cores/best_plan.json,results_problem3_v2_final/case_053_5cores/best_result.json.gz
case_054,1,scored,815051,815051,1.000000000,0,0,0,0,,0.000000000,0,1606214,0,351,1,7.798,results_problem3_v2_final/case_054_1cores/best_plan.json,results_problem3_v2_final/case_054_1cores/best_result.json.gz
case_054,2,scored,417052,417051,1.000002398,1585830,1585830,1585830,0,,0.084161568,211462,2301110,101,1068,1,3.476,results_problem3_v2_final/case_054_2cores/best_plan.json,results_problem3_v2_final/case_054_2cores/best_result.json.gz
case_054,3,scored,279699,279743,0.999842713,3301068,3301068,3301068,0,,0.153279673,534088,2950314,408,1245,1,4.176,results_problem3_v2_final/case_054_3cores/best_plan.json,results_problem3_v2_final/case_054_3cores/best_result.json.gz
case_054,4,scored,216946,216160,1.003636195,3843858,3843858,3843858,0,,0.218908814,834962,2979238,713,1277,1,4.562,results_problem3_v2_final/case_054_4cores/best_plan.json,results_problem3_v2_final/case_054_4cores/best_result.json.gz
case_054,5,scored,174696,173981,1.004109644,4629558,4629558,4629558,0,,0.276371153,1186772,3107352,1037,1399,1,3.741,results_problem3_v2_final/case_054_5cores/best_plan.json,results_problem3_v2_final/case_054_5cores/best_result.json.gz
case_055,1,scored,118835,118835,1.000000000,69632,69632,0,69632,,0.100143243,69632,625692,17,173,1,0.533,results_problem3_v2_final/case_055_1cores/best_plan.json,results_problem3_v2_final/case_055_1cores/best_result.json.gz
case_055,2,scored,53080,51245,1.035808372,203272,122376,122376,0,,0.107893693,78336,647712,9,180,12,5.543,results_problem3_v2_final/case_055_2cores/best_plan.json,results_problem3_v2_final/case_055_2cores/best_result.json.gz
case_055,3,scored,35752,33933,1.053605635,377944,286816,286816,0,,0.276515644,246788,645704,40,199,12,8.150,results_problem3_v2_final/case_055_3cores/best_plan.json,results_problem3_v2_final/case_055_3cores/best_result.json.gz
case_055,4,scored,29108,27916,1.042699527,645836,621264,621264,0,,0.377890456,451632,743508,121,218,12,8.082,results_problem3_v2_final/case_055_4cores/best_plan.json,results_problem3_v2_final/case_055_4cores/best_result.json.gz
case_055,5,scored,25709,23960,1.072996661,215040,189952,189952,0,,0.222842318,181760,633884,16,174,12,7.295,results_problem3_v2_final/case_055_5cores/best_plan.json,results_problem3_v2_final/case_055_5cores/best_result.json.gz
case_056,1,scored,277285,277285,1.000000000,0,0,0,0,,0.000000000,0,221526,0,221,1,0.822,results_problem3_v2_final/case_056_1cores/best_plan.json,results_problem3_v2_final/case_056_1cores/best_result.json.gz
case_056,2,scored,142509,142126,1.002694792,424494,424494,424494,0,,0.111340628,51206,408698,59,531,12,33.452,results_problem3_v2_final/case_056_2cores/best_plan.json,results_problem3_v2_final/case_056_2cores/best_result.json.gz
case_056,3,scored,94769,94750,1.000200528,587880,587880,587880,0,,0.307900876,180558,405858,210,540,12,29.806,results_problem3_v2_final/case_056_3cores/best_plan.json,results_problem3_v2_final/case_056_3cores/best_result.json.gz
case_056,4,scored,75353,74535,1.010974710,1277590,1277590,1277590,0,,0.343433187,324056,619522,371,792,12,34.158,results_problem3_v2_final/case_056_4cores/best_plan.json,results_problem3_v2_final/case_056_4cores/best_result.json.gz
case_056,5,scored,62046,61947,1.001598140,1148046,1148046,1148046,0,,0.486514385,439268,463620,487,621,12,31.951,results_problem3_v2_final/case_056_5cores/best_plan.json,results_problem3_v2_final/case_056_5cores/best_result.json.gz
case_057,1,scored,59726,59726,1.000000000,94216,94216,0,94216,,0.218681523,94208,336592,23,129,1,2.348,results_problem3_v2_final/case_057_1cores/best_plan.json,results_problem3_v2_final/case_057_1cores/best_result.json.gz
case_057,2,scored,31206,29715,1.050176678,14112,14112,14112,0,,0.040239521,14112,336588,4,127,12,3.932,results_problem3_v2_final/case_057_2cores/best_plan.json,results_problem3_v2_final/case_057_2cores/best_result.json.gz
case_057,3,scored,21429,20714,1.034517717,251588,237764,237764,0,,0.410988344,235604,337658,69,151,12,4.157,results_problem3_v2_final/case_057_3cores/best_plan.json,results_problem3_v2_final/case_057_3cores/best_result.json.gz
case_057,4,scored,16406,15866,1.034035043,241120,227296,227296,0,,0.400038380,225140,337656,67,150,12,3.828,results_problem3_v2_final/case_057_4cores/best_plan.json,results_problem3_v2_final/case_057_4cores/best_result.json.gz
case_057,5,scored,14028,14028,1.000000000,14400,14112,14112,0,,0.000821215,288,350412,1,130,10,1.909,results_problem3_v2_final/case_057_5cores/best_plan.json,results_problem3_v2_final/case_057_5cores/best_result.json.gz
case_058,1,scored,4539717,4539717,1.000000000,28696576,28696576,0,28696576,,0.000000000,0,35319808,0,8062,1,3.518,results_problem3_v2_final/case_058_1cores/best_plan.json,results_problem3_v2_final/case_058_1cores/best_result.json.gz
case_058,2,scored,2196096,2195580,1.000235018,19181568,19181568,14979072,4202496,,0.255716383,4993024,14532608,857,2788,1,2.242,results_problem3_v2_final/case_058_2cores/best_plan.json,results_problem3_v2_final/case_058_2cores/best_result.json.gz
case_058,3,scored,1461951,1461951,1.000000000,16662528,16662528,9191424,7471104,,0.000000000,0,19550208,0,3090,1,2.179,results_problem3_v2_final/case_058_3cores/best_plan.json,results_problem3_v2_final/case_058_3cores/best_result.json.gz
case_058,4,scored,1095793,1095352,1.000402610,31772672,31772672,31354880,417792,,0.520136346,16875520,15568896,2800,2877,1,5.158,results_problem3_v2_final/case_058_4cores/best_plan.json,results_problem3_v2_final/case_058_4cores/best_result.json.gz
case_058,5,scored,876974,876945,1.000033069,20807680,20807680,20037632,770048,,0.284909910,6217728,15605760,774,2837,1,5.862,results_problem3_v2_final/case_058_5cores/best_plan.json,results_problem3_v2_final/case_058_5cores/best_result.json.gz
case_059,1,scored,829473,815938,1.016588270,1691648,1691648,0,1691648,,0.610044313,1691648,1081344,413,352,1,1.159,results_problem3_v2_final/case_059_1cores/best_plan.json,results_problem3_v2_final/case_059_1cores/best_result.json.gz
case_059,2,scored,369318,369318,1.000000000,360448,360448,360448,0,,0.000000000,0,1441792,0,528,6,2.028,results_problem3_v2_final/case_059_2cores/best_plan.json,results_problem3_v2_final/case_059_2cores/best_result.json.gz
case_059,3,scored,246806,246806,1.000000000,2531328,2531328,2531328,0,,0.605137395,2074624,1353728,663,438,12,11.527,results_problem3_v2_final/case_059_3cores/best_plan.json,results_problem3_v2_final/case_059_3cores/best_result.json.gz
case_059,4,scored,185216,185216,1.000000000,1081344,1081344,1081344,0,,0.000000000,0,2162688,0,880,8,2.060,results_problem3_v2_final/case_059_4cores/best_plan.json,results_problem3_v2_final/case_059_4cores/best_result.json.gz
case_059,5,scored,149026,149026,1.000000000,5160960,5070848,5070848,0,,0.680813124,3909632,1832960,1268,574,12,13.187,results_problem3_v2_final/case_059_5cores/best_plan.json,results_problem3_v2_final/case_059_5cores/best_result.json.gz
case_060,1,scored,888789,887801,1.001112862,2068520,2068520,0,2068520,,0.423143228,1763336,2403896,631,803,1,4.274,results_problem3_v2_final/case_060_1cores/best_plan.json,results_problem3_v2_final/case_060_1cores/best_result.json.gz
case_060,2,scored,430219,426342,1.009093638,2281952,2281952,1986992,294960,,0.405372119,1701016,2495168,564,807,12,23.526,results_problem3_v2_final/case_060_2cores/best_plan.json,results_problem3_v2_final/case_060_2cores/best_result.json.gz
case_060,3,scored,289089,285264,1.013408632,3793744,3793744,3670840,122904,,0.515803697,2882864,2706208,1097,847,12,24.144,results_problem3_v2_final/case_060_3cores/best_plan.json,results_problem3_v2_final/case_060_3cores/best_result.json.gz
case_060,4,scored,217626,213411,1.019750622,4131824,4131824,4099056,32768,,0.513147450,3030460,2875172,1161,889,12,23.578,results_problem3_v2_final/case_060_4cores/best_plan.json,results_problem3_v2_final/case_060_4cores/best_result.json.gz
case_060,5,scored,178318,172051,1.036425246,5717140,5717140,5692560,24580,,0.596110218,4415938,2991984,1801,910,12,26.110,results_problem3_v2_final/case_060_5cores/best_plan.json,results_problem3_v2_final/case_060_5cores/best_result.json.gz
case_061,1,scored,77191,77191,1.000000000,0,0,0,0,,0.000000000,0,544036,0,259,1,0.109,results_problem3_v2_final/case_061_1cores/best_plan.json,results_problem3_v2_final/case_061_1cores/best_result.json.gz
case_061,2,scored,37922,37922,1.000000000,74752,74752,74752,0,,0.057725842,34560,564132,14,266,12,6.438,results_problem3_v2_final/case_061_2cores/best_plan.json,results_problem3_v2_final/case_061_2cores/best_result.json.gz
case_061,3,scored,25831,25831,1.000000000,169984,169984,169984,0,,0.084205910,55296,601380,22,279,12,5.452,results_problem3_v2_final/case_061_3cores/best_plan.json,results_problem3_v2_final/case_061_3cores/best_result.json.gz
case_061,4,scored,20877,20753,1.005975040,163328,167424,167424,0,,0.128466667,86400,586148,34,276,12,5.383,results_problem3_v2_final/case_061_4cores/best_plan.json,results_problem3_v2_final/case_061_4cores/best_result.json.gz
case_061,5,scored,17680,16612,1.064290874,237056,237056,237056,0,,0.128424014,91648,621988,36,289,12,6.305,results_problem3_v2_final/case_061_5cores/best_plan.json,results_problem3_v2_final/case_061_5cores/best_result.json.gz
case_062,1,scored,2854809,2854809,1.000000000,0,0,0,0,,0.000000000,0,13400064,0,4362,1,4.305,results_problem3_v2_final/case_062_1cores/best_plan.json,results_problem3_v2_final/case_062_1cores/best_result.json.gz
case_062,2,scored,1433656,1433656,1.000000000,104448,104448,104448,0,,0.000000000,0,13452288,0,4396,1,6.814,results_problem3_v2_final/case_062_2cores/best_plan.json,results_problem3_v2_final/case_062_2cores/best_result.json.gz
case_062,3,scored,955835,955835,1.000000000,4521984,4521984,4521984,0,,0.000000000,0,15661056,0,5834,1,9.550,results_problem3_v2_final/case_062_3cores/best_plan.json,results_problem3_v2_final/case_062_3cores/best_result.json.gz
case_062,4,scored,716538,716538,1.000000000,5062656,5062656,5062656,0,,0.000000000,0,15931392,0,6010,1,12.231,results_problem3_v2_final/case_062_4cores/best_plan.json,results_problem3_v2_final/case_062_4cores/best_result.json.gz
case_062,5,scored,575377,575377,1.000000000,4580352,4580352,4580352,0,,0.000000000,0,15690240,0,5853,1,13.232,results_problem3_v2_final/case_062_5cores/best_plan.json,results_problem3_v2_final/case_062_5cores/best_result.json.gz
case_063,1,scored,1070397,1070397,1.000000000,0,0,0,0,,0.000000000,0,5019648,0,1634,1,4.084,results_problem3_v2_final/case_063_1cores/best_plan.json,results_problem3_v2_final/case_063_1cores/best_result.json.gz
case_063,2,scored,536776,536776,1.000000000,1167360,1167360,1167360,0,,0.000000000,0,5603328,0,2014,12,30.413,results_problem3_v2_final/case_063_2cores/best_plan.json,results_problem3_v2_final/case_063_2cores/best_result.json.gz
case_063,3,scored,358955,358955,1.000000000,1711104,1711104,1711104,0,,0.000000000,0,5875200,0,2191,12,31.313,results_problem3_v2_final/case_063_3cores/best_plan.json,results_problem3_v2_final/case_063_3cores/best_result.json.gz
case_063,4,scored,270126,270126,1.000000000,1628160,1628160,1628160,0,,0.000000000,0,5833728,0,2164,12,38.167,results_problem3_v2_final/case_063_4cores/best_plan.json,results_problem3_v2_final/case_063_4cores/best_result.json.gz
case_063,5,scored,217873,217873,1.000000000,1665024,1665024,1665024,0,,0.000000000,0,5852160,0,2176,12,35.520,results_problem3_v2_final/case_063_5cores/best_plan.json,results_problem3_v2_final/case_063_5cores/best_result.json.gz
case_064,1,scored,19116,19116,1.000000000,0,0,0,0,,0.000000000,0,35622,0,62,1,1.038,results_problem3_v2_final/case_064_1cores/best_plan.json,results_problem3_v2_final/case_064_1cores/best_result.json.gz
case_064,2,scored,11243,11212,1.002764895,40806,40806,40806,0,,0.197690873,12294,49894,21,106,12,5.311,results_problem3_v2_final/case_064_2cores/best_plan.json,results_problem3_v2_final/case_064_2cores/best_result.json.gz
case_064,3,scored,9675,9669,1.000620540,78572,78572,78572,0,,0.267098548,22924,62902,50,139,12,4.309,results_problem3_v2_final/case_064_3cores/best_plan.json,results_problem3_v2_final/case_064_3cores/best_result.json.gz
case_064,4,scored,7134,7120,1.001966292,95826,95250,95250,0,,0.248297766,23922,72422,64,146,12,4.262,results_problem3_v2_final/case_064_4cores/best_plan.json,results_problem3_v2_final/case_064_4cores/best_result.json.gz
case_064,5,scored,7146,7132,1.001962984,95922,95922,95922,0,,0.242379182,23472,73368,63,153,12,3.367,results_problem3_v2_final/case_064_5cores/best_plan.json,results_problem3_v2_final/case_064_5cores/best_result.json.gz
case_065,1,scored,53068,53068,1.000000000,0,0,0,0,,0.000000000,0,299720,0,153,1,0.075,results_problem3_v2_final/case_065_1cores/best_plan.json,results_problem3_v2_final/case_065_1cores/best_result.json.gz
case_065,2,scored,22364,22364,1.000000000,69288,69288,69288,0,,0.128478515,46224,313556,12,162,12,4.217,results_problem3_v2_final/case_065_2cores/best_plan.json,results_problem3_v2_final/case_065_2cores/best_result.json.gz
case_065,3,scored,16678,16056,1.038739412,115016,115016,115016,0,,0.194855472,78116,322776,24,166,12,3.918,results_problem3_v2_final/case_065_3cores/best_plan.json,results_problem3_v2_final/case_065_3cores/best_result.json.gz
case_065,4,scored,13797,13472,1.024124109,174040,174040,174040,0,,0.178666938,77232,355036,24,175,12,5.323,results_problem3_v2_final/case_065_4cores/best_plan.json,results_problem3_v2_final/case_065_4cores/best_result.json.gz
case_065,5,scored,11459,11459,1.000000000,55872,55872,55872,0,,0.066413193,23616,331976,9,160,10,2.998,results_problem3_v2_final/case_065_5cores/best_plan.json,results_problem3_v2_final/case_065_5cores/best_result.json.gz
case_066,1,scored,359070,359070,1.000000000,0,0,0,0,,0.000000000,0,1027116,0,181,1,0.497,results_problem3_v2_final/case_066_1cores/best_plan.json,results_problem3_v2_final/case_066_1cores/best_result.json.gz
case_066,2,scored,179648,179450,1.001103371,1349172,1349172,1349172,0,,0.241519760,483510,1518438,74,464,12,21.566,results_problem3_v2_final/case_066_2cores/best_plan.json,results_problem3_v2_final/case_066_2cores/best_result.json.gz
case_066,3,scored,124967,124016,1.007668365,2007220,2007220,2007220,0,,0.307010143,772914,1744638,236,548,12,23.235,results_problem3_v2_final/case_066_3cores/best_plan.json,results_problem3_v2_final/case_066_3cores/best_result.json.gz
case_066,4,scored,98947,98034,1.009313095,2404816,2404816,2404816,0,,0.290012696,781242,1912578,319,589,12,23.213,results_problem3_v2_final/case_066_4cores/best_plan.json,results_problem3_v2_final/case_066_4cores/best_result.json.gz
case_066,5,scored,85939,83045,1.034848576,2643850,2643850,2643850,0,,0.320816295,922454,1952880,393,663,12,25.335,results_problem3_v2_final/case_066_5cores/best_plan.json,results_problem3_v2_final/case_066_5cores/best_result.json.gz
case_067,1,scored,63834834,63834834,1.000000000,264449408,264449408,0,264449408,,0.000000000,0,267185920,0,3881,1,2.677,results_problem3_v2_final/case_067_1cores/best_plan.json,results_problem3_v2_final/case_067_1cores/best_result.json.gz
case_067,2,scored,31892838,32073211,0.994376210,249803136,249803136,11428224,238374912,,0.235744753,59099648,191593728,452,1803,12,34.171,results_problem3_v2_final/case_067_2cores/best_plan.json,results_problem3_v2_final/case_067_2cores/best_result.json.gz
case_067,3,scored,21878474,21597442,1.013012282,198630144,198630144,16501504,182128640,,0.370560943,73432064,124732544,310,1611,12,34.808,results_problem3_v2_final/case_067_3cores/best_plan.json,results_problem3_v2_final/case_067_3cores/best_result.json.gz
case_067,4,scored,15976098,15383688,1.038508971,208759936,207234176,26055808,181178368,,0.924911708,187855872,15250944,892,1689,12,40.582,results_problem3_v2_final/case_067_4cores/best_plan.json,results_problem3_v2_final/case_067_4cores/best_result.json.gz
case_067,5,scored,13321145,12304590,1.082615918,209565184,209704448,32308736,177395712,,0.926532000,190135040,15076480,926,1752,12,42.162,results_problem3_v2_final/case_067_5cores/best_plan.json,results_problem3_v2_final/case_067_5cores/best_result.json.gz
case_068,1,scored,362095,362095,1.000000000,0,0,0,0,,0.000000000,0,2739974,0,407,1,0.424,results_problem3_v2_final/case_068_1cores/best_plan.json,results_problem3_v2_final/case_068_1cores/best_result.json.gz
case_068,2,scored,185515,184997,1.002800045,1653422,1653422,1653422,0,,0.202739605,813710,3199862,76,692,12,15.748,results_problem3_v2_final/case_068_2cores/best_plan.json,results_problem3_v2_final/case_068_2cores/best_result.json.gz
case_068,3,scored,130368,129465,1.006974858,2305940,2305940,2305940,0,,0.132658253,620046,4053964,201,748,12,19.471,results_problem3_v2_final/case_068_3cores/best_plan.json,results_problem3_v2_final/case_068_3cores/best_result.json.gz
case_068,4,scored,101868,100735,1.011247332,2762406,2762406,2762406,0,,0.057100740,286566,4732038,236,854,12,20.062,results_problem3_v2_final/case_068_4cores/best_plan.json,results_problem3_v2_final/case_068_4cores/best_result.json.gz
case_068,5,scored,95451,94259,1.012646007,2564776,2564776,2564776,0,,0.026396456,129566,4778896,155,915,12,20.121,results_problem3_v2_final/case_068_5cores/best_plan.json,results_problem3_v2_final/case_068_5cores/best_result.json.gz
case_069,1,scored,25144,25144,1.000000000,0,0,0,0,,0.000000000,0,113766,0,36,1,0.240,results_problem3_v2_final/case_069_1cores/best_plan.json,results_problem3_v2_final/case_069_1cores/best_result.json.gz
case_069,2,scored,13247,13181,1.005007207,161990,161990,161990,0,,0.216659544,50694,183286,19,95,12,4.269,results_problem3_v2_final/case_069_2cores/best_plan.json,results_problem3_v2_final/case_069_2cores/best_result.json.gz
case_069,3,scored,10424,10109,1.031160352,292394,292394,292394,0,,0.326274568,104648,216088,48,124,12,3.841,results_problem3_v2_final/case_069_3cores/best_plan.json,results_problem3_v2_final/case_069_3cores/best_result.json.gz
case_069,4,scored,10017,9082,1.102950892,403598,403598,403598,0,,0.405992354,160138,234298,77,140,12,4.291,results_problem3_v2_final/case_069_4cores/best_plan.json,results_problem3_v2_final/case_069_4cores/best_result.json.gz
case_069,5,scored,9272,7959,1.164970474,360498,360402,360402,0,,0.369234250,130576,223064,81,133,12,4.556,results_problem3_v2_final/case_069_5cores/best_plan.json,results_problem3_v2_final/case_069_5cores/best_result.json.gz
case_070,1,scored,117300,117300,1.000000000,0,0,0,0,,0.000000000,0,419858,0,193,1,0.161,results_problem3_v2_final/case_070_1cores/best_plan.json,results_problem3_v2_final/case_070_1cores/best_result.json.gz
case_070,2,scored,55685,55586,1.001781024,180752,180752,180752,0,,0.212993314,127488,471066,37,200,12,4.670,results_problem3_v2_final/case_070_2cores/best_plan.json,results_problem3_v2_final/case_070_2cores/best_result.json.gz
case_070,3,scored,34902,34691,1.006082269,418836,435220,435220,0,,0.296237904,234496,557084,53,212,12,4.527,results_problem3_v2_final/case_070_3cores/best_plan.json,results_problem3_v2_final/case_070_3cores/best_result.json.gz
case_070,4,scored,28654,28282,1.013153242,563472,553232,553232,0,,0.316652947,288512,622618,68,222,12,4.759,results_problem3_v2_final/case_070_4cores/best_plan.json,results_problem3_v2_final/case_070_4cores/best_result.json.gz
case_070,5,scored,24822,23887,1.039142630,743956,743956,743956,0,,0.421840730,440832,604188,84,228,12,5.076,results_problem3_v2_final/case_070_5cores/best_plan.json,results_problem3_v2_final/case_070_5cores/best_result.json.gz
case_071,1,scored,18919,18919,1.000000000,0,0,0,0,,0.000000000,0,111462,0,35,1,0.072,results_problem3_v2_final/case_071_1cores/best_plan.json,results_problem3_v2_final/case_071_1cores/best_result.json.gz
case_071,2,scored,10396,10395,1.000096200,119846,119846,119846,0,,0.225448250,45316,155688,10,79,12,2.964,results_problem3_v2_final/case_071_2cores/best_plan.json,results_problem3_v2_final/case_071_2cores/best_result.json.gz
case_071,3,scored,8246,8020,1.028179551,243978,243978,243978,0,,0.182694950,53192,237960,32,112,12,3.505,results_problem3_v2_final/case_071_3cores/best_plan.json,results_problem3_v2_final/case_071_3cores/best_result.json.gz
case_071,4,scored,7923,6560,1.207774390,263694,232686,232686,0,,0.352938615,97260,178312,43,105,12,4.468,results_problem3_v2_final/case_071_4cores/best_plan.json,results_problem3_v2_final/case_071_4cores/best_result.json.gz
case_071,5,scored,7715,6841,1.127759100,297042,297042,297042,0,,0.271449612,86992,233480,64,120,12,4.545,results_problem3_v2_final/case_071_5cores/best_plan.json,results_problem3_v2_final/case_071_5cores/best_result.json.gz
case_072,1,scored,23897828,23890756,1.000296014,108613680,108613680,0,108613680,,0.026210198,3137536,116569150,383,13766,1,13.965,results_problem3_v2_final/case_072_1cores/best_plan.json,results_problem3_v2_final/case_072_1cores/best_result.json.gz
case_072,2,scored,11985940,11973525,1.001036871,148672560,148672560,27607040,121065520,,0.118442099,16564224,123286590,2022,14586,1,15.854,results_problem3_v2_final/case_072_2cores/best_plan.json,results_problem3_v2_final/case_072_2cores/best_result.json.gz
case_072,3,scored,8152149,8144722,1.000911879,219517292,219517292,128133468,91383824,,0.124871274,18230412,127763230,2387,15405,1,22.851,results_problem3_v2_final/case_072_3cores/best_plan.json,results_problem3_v2_final/case_072_3cores/best_result.json.gz
case_072,4,scored,6254063,6236802,1.002767604,150450224,150450224,55926784,94523440,,0.202290850,28409856,112030782,3468,13212,1,17.377,results_problem3_v2_final/case_072_4cores/best_plan.json,results_problem3_v2_final/case_072_4cores/best_result.json.gz
case_072,5,scored,4796401,4765197,1.006548313,130777776,130777776,39232176,91545600,,0.305343323,43319296,98551486,5288,11502,1,14.874,results_problem3_v2_final/case_072_5cores/best_plan.json,results_problem3_v2_final/case_072_5cores/best_result.json.gz
case_073,1,scored,10081626,10081626,1.000000000,141570432,141570432,0,141570432,,0.000000000,0,145160448,0,2120,1,2.142,results_problem3_v2_final/case_073_1cores/best_plan.json,results_problem3_v2_final/case_073_1cores/best_result.json.gz
case_073,2,scored,5285049,5486749,0.963238705,100529024,100750208,4746112,96004096,,0.098877179,10279936,93686784,126,973,12,16.562,results_problem3_v2_final/case_073_2cores/best_plan.json,results_problem3_v2_final/case_073_2cores/best_result.json.gz
case_073,3,scored,4121301,3752223,1.098362491,132847872,133267200,8816384,124450816,,0.260498350,35527040,100854016,447,1193,12,18.442,results_problem3_v2_final/case_073_3cores/best_plan.json,results_problem3_v2_final/case_073_3cores/best_result.json.gz
case_073,4,scored,3372559,3040368,1.109260129,97942144,98384512,12817024,85567488,,0.276039022,27975040,73369472,193,1063,12,20.930,results_problem3_v2_final/case_073_4cores/best_plan.json,results_problem3_v2_final/case_073_4cores/best_result.json.gz
case_073,5,scored,2994495,2771404,1.080497466,101126144,101126144,16599040,84527104,,0.206312885,21477376,82623616,221,1084,12,18.719,results_problem3_v2_final/case_073_5cores/best_plan.json,results_problem3_v2_final/case_073_5cores/best_result.json.gz
case_074,1,scored,1682239,1678120,1.002454532,6070280,6070280,0,6070280,,0.166804850,1642496,8204316,214,1214,1,0.422,results_problem3_v2_final/case_074_1cores/best_plan.json,results_problem3_v2_final/case_074_1cores/best_result.json.gz
case_074,2,scored,832145,831632,1.000616859,7200768,7200768,2285568,4915200,,0.210407625,2301952,8638488,338,1331,8,2.070,results_problem3_v2_final/case_074_2cores/best_plan.json,results_problem3_v2_final/case_074_2cores/best_result.json.gz
case_074,3,scored,554189,553308,1.001592242,7868428,7868428,4661260,3207168,,0.380231170,4427776,7217182,705,1079,12,14.997,results_problem3_v2_final/case_074_3cores/best_plan.json,results_problem3_v2_final/case_074_3cores/best_result.json.gz
case_074,4,scored,422052,415062,1.016840858,7303220,7626802,7000114,626688,,0.533033015,5849096,5124138,979,803,12,14.665,results_problem3_v2_final/case_074_4cores/best_plan.json,results_problem3_v2_final/case_074_4cores/best_result.json.gz
case_074,5,scored,345058,337054,1.023746937,7983104,7983104,6799360,1183744,,0.312085744,3670016,8089624,642,1240,12,14.128,results_problem3_v2_final/case_074_5cores/best_plan.json,results_problem3_v2_final/case_074_5cores/best_result.json.gz
