case,cores,status,selected_source,v1_makespan,v2_final_makespan,reduction_cycles,reduction_pct,v1_added_copy_bytes,v2_final_added_copy_bytes,v1_cache_hit_rate,v2_final_cache_hit_rate,additional_official_evaluations
case_090,4,scored,V2_FEEDBACK_SEARCH,282711,255576,27135,9.598141,13488000,14250624,0.614671124,0.730274582,4
case_090,5,scored,V2_FEEDBACK_SEARCH,236124,231094,5030,2.130237,12091008,12422784,0.594032019,0.673001449,4
case_091,1,scored,V1_ORIGINAL_UNCHANGED,9168820,9168820,0,0.000000,53947008,53947008,0.105385792,0.105385792,0
case_091,2,scored,V1_ORIGINAL_UNCHANGED,4543426,4543426,0,0.000000,45687788,45687788,0.173102801,0.173102801,0
case_091,3,scored,V1_ORIGINAL_UNCHANGED,3023633,3023633,0,0.000000,55675944,55675944,0.294520002,0.294520002,0
case_091,4,scored,V1_ORIGINAL_UNCHANGED,2279902,2279902,0,0.000000,55834308,55834308,0.374392794,0.374392794,0
case_091,5,scored,V1_ORIGINAL_UNCHANGED,1876124,1876124,0,0.000000,73487320,73487320,0.275409513,0.275409513,0
case_092,1,scored,V1_ORIGINAL_UNCHANGED,4333631,4333631,0,0.000000,66000096,66000096,0.793549596,0.793549596,0
case_092,2,scored,V1_ORIGINAL_UNCHANGED,2219154,2219154,0,0.000000,66503712,66503712,0.776912643,0.776912643,0
case_092,3,scored,V1_ORIGINAL_UNCHANGED,1362606,1362606,0,0.000000,6368448,6368448,0.078656145,0.078656145,0
case_092,4,scored,V1_ORIGINAL_UNCHANGED,1222972,1222972,0,0.000000,49115680,49115680,0.673039363,0.673039363,0
case_092,5,scored,V1_ORIGINAL_UNCHANGED,917058,917058,0,0.000000,30787968,30787968,0.779978363,0.779978363,0
case_093,1,scored,V1_ORIGINAL_UNCHANGED,74205,74205,0,0.000000,0,0,0.000000000,0.000000000,0
case_093,2,scored,V1_ORIGINAL_UNCHANGED,37827,37827,0,0.000000,8192,8192,0.000000000,0.000000000,2
case_093,3,scored,V1_ORIGINAL_UNCHANGED,25103,25103,0,0.000000,16384,16384,0.000000000,0.000000000,0
case_093,4,scored,V1_ORIGINAL_UNCHANGED,19779,19779,0,0.000000,24576,24576,0.000000000,0.000000000,2
case_093,5,scored,V1_ORIGINAL_UNCHANGED,15876,15876,0,0.000000,32768,32768,0.000000000,0.000000000,2
case_094,1,scored,V1_ORIGINAL_UNCHANGED,94892,94892,0,0.000000,0,0,0.000000000,0.000000000,0
case_094,2,scored,V2_FEEDBACK_SEARCH,44003,43981,22,0.049997,318244,318244,0.075077543,0.129370907,4
case_094,3,scored,V2_FEEDBACK_SEARCH,30061,30039,22,0.073185,433732,433732,0.221129664,0.221129664,4
case_094,4,scored,V1_ORIGINAL_UNCHANGED,24044,24044,0,0.000000,489316,489316,0.200501253,0.200501253,4
case_094,5,scored,V1_ORIGINAL_UNCHANGED,20712,20712,0,0.000000,489312,489312,0.169378188,0.169378188,4
case_095,1,scored,V1_ORIGINAL_UNCHANGED,2084853,2084853,0,0.000000,0,0,0.000000000,0.000000000,0
case_095,2,scored,V1_ORIGINAL_UNCHANGED,1042890,1042890,0,0.000000,0,0,0.000000000,0.000000000,0
case_095,3,scored,V1_ORIGINAL_UNCHANGED,695775,695775,0,0.000000,0,0,0.000000000,0.000000000,0
case_095,4,scored,V1_ORIGINAL_UNCHANGED,524422,524422,0,0.000000,0,0,0.000000000,0.000000000,0
case_095,5,scored,V1_ORIGINAL_UNCHANGED,420852,420852,0,0.000000,0,0,0.000000000,0.000000000,0
case_096,1,scored,V1_ORIGINAL_UNCHANGED,84194,84194,0,0.000000,0,0,0.000000000,0.000000000,0
case_096,2,scored,V2_FEEDBACK_SEARCH,41875,41847,28,0.066866,75608,75608,0.264412851,0.264412851,4
case_096,3,scored,V1_ORIGINAL_UNCHANGED,27816,27816,0,0.000000,178800,178800,0.455296665,0.455296665,4
case_096,4,scored,V1_ORIGINAL_UNCHANGED,22435,22435,0,0.000000,307996,307996,0.585720221,0.585720221,4
case_096,5,scored,V1_ORIGINAL_UNCHANGED,18827,18827,0,0.000000,218780,218780,0.350203971,0.350203971,4
case_097,1,scored,V1_ORIGINAL_UNCHANGED,11491509,11491509,0,0.000000,10584064,10584064,0.000000000,0.000000000,0
case_097,2,scored,V2_FEEDBACK_SEARCH,5248936,5247702,1234,0.023510,38486016,38510592,0.084140234,0.084098114,4
case_097,3,scored,V1_ORIGINAL_UNCHANGED,3474603,3474603,0,0.000000,43806720,43806720,0.262444053,0.262444053,4
case_097,4,scored,V2_FEEDBACK_SEARCH,2580236,2580031,205,0.007945,9043968,9043968,0.000000000,0.182142857,4
case_097,5,scored,V1_ORIGINAL_UNCHANGED,2067298,2067298,0,0.000000,45019136,45019136,0.262110838,0.262110838,4
case_098,1,scored,V1_ORIGINAL_UNCHANGED,177430,177430,0,0.000000,0,0,0.000000000,0.000000000,0
case_098,2,scored,V1_ORIGINAL_UNCHANGED,89102,89102,0,0.000000,315548,315548,0.311227158,0.311227158,4
case_098,3,scored,V1_ORIGINAL_UNCHANGED,61115,61115,0,0.000000,442608,442608,0.387918274,0.387918274,4
case_098,4,scored,V2_FEEDBACK_SEARCH,45978,45976,2,0.004350,700764,700764,0.500853056,0.500853056,4
case_098,5,scored,V1_ORIGINAL_UNCHANGED,39193,39193,0,0.000000,438584,438584,0.385710263,0.385710263,4
case_099,1,scored,V1_ORIGINAL_UNCHANGED,1618902,1618902,0,0.000000,5484544,5484544,0.252354650,0.252354650,0
case_099,2,scored,V1_ORIGINAL_UNCHANGED,799799,799799,0,0.000000,3092736,3092736,0.338335329,0.338335329,4
case_099,3,scored,V1_ORIGINAL_UNCHANGED,535017,535017,0,0.000000,4976128,4976128,0.506800710,0.506800710,4
case_099,4,scored,V1_ORIGINAL_UNCHANGED,401934,401934,0,0.000000,6916096,6916096,0.583539838,0.583539838,4
case_099,5,scored,V1_ORIGINAL_UNCHANGED,323117,323117,0,0.000000,8527360,8527360,0.653369481,0.653369481,4
case_100,1,scored,V1_ORIGINAL_UNCHANGED,151223,151223,0,0.000000,0,0,0.000000000,0.000000000,0
case_100,2,scored,V2_FEEDBACK_SEARCH,68598,67937,661,0.963585,449164,449164,0.387952619,0.387952619,4
case_100,3,scored,V1_ORIGINAL_UNCHANGED,44537,44537,0,0.000000,743880,743880,0.487744214,0.487744214,4
case_100,4,scored,V2_FEEDBACK_SEARCH,35399,34663,736,2.079155,981228,981228,0.403753416,0.419282005,4
case_100,5,scored,V2_FEEDBACK_SEARCH,32608,32520,88,0.269872,1090056,1090056,0.384975162,0.408460072,4
