case,cores,status,no_l2_makespan,cache_makespan,l2_relative_speedup,no_l2_added_copy_bytes,cache_added_copy_bytes,cache_partition_added_copy_bytes,cache_spill_added_copy_bytes,no_l2_cache_hit_rate,cache_hit_rate,cache_hit_bytes,cache_miss_bytes,cache_hits,cache_misses,official_evals,solver_seconds,plan_file,result_file
case_055,2,scored,53080,52383,1.013305843,203272,122376,122376,0,,0.107893693,78336,647712,9,180,8,10.140,results_problem3/case_055_2cores/best_plan.json,results_problem3/case_055_2cores/best_result.json.gz
case_055,3,scored,35752,34987,1.021865264,377944,286816,286816,0,,0.220869207,197124,695368,36,203,8,11.548,results_problem3/case_055_3cores/best_plan.json,results_problem3/case_055_3cores/best_result.json.gz
case_055,4,scored,29108,27916,1.042699527,645836,621264,621264,0,,0.377890456,451632,743508,121,218,8,12.545,results_problem3/case_055_4cores/best_plan.json,results_problem3/case_055_4cores/best_result.json.gz
case_055,5,scored,25709,24866,1.033901713,215040,189952,189952,0,,0.212798721,173568,642076,15,175,8,10.012,results_problem3/case_055_5cores/best_plan.json,results_problem3/case_055_5cores/best_result.json.gz
case_056,1,scored,277285,277285,1.000000000,0,0,0,0,,0.000000000,0,221526,0,221,1,13.596,results_problem3/case_056_1cores/best_plan.json,results_problem3/case_056_1cores/best_result.json.gz
case_056,2,scored,142509,142482,1.000189498,424494,424494,424494,0,,0.105774249,48646,411258,56,534,8,61.465,results_problem3/case_056_2cores/best_plan.json,results_problem3/case_056_2cores/best_result.json.gz
case_056,3,scored,94769,94766,1.000031657,587880,587880,587880,0,,0.306154675,179534,406882,209,541,8,63.687,results_problem3/case_056_3cores/best_plan.json,results_problem3/case_056_3cores/best_result.json.gz
case_056,4,scored,75353,74535,1.010974710,1277590,1277590,1277590,0,,0.343433187,324056,619522,371,792,8,67.048,results_problem3/case_056_4cores/best_plan.json,results_problem3/case_056_4cores/best_result.json.gz
case_056,5,scored,62046,61947,1.001598140,1148046,1148046,1148046,0,,0.486514385,439268,463620,487,621,8,64.875,results_problem3/case_056_5cores/best_plan.json,results_problem3/case_056_5cores/best_result.json.gz
case_057,1,scored,59726,59726,1.000000000,94216,94216,0,94216,,0.218681523,94208,336592,23,129,1,1.845,results_problem3/case_057_1cores/best_plan.json,results_problem3/case_057_1cores/best_result.json.gz
case_057,2,scored,31206,30016,1.039645522,14112,14112,14112,0,,0.040239521,14112,336588,4,127,8,8.157,results_problem3/case_057_2cores/best_plan.json,results_problem3/case_057_2cores/best_result.json.gz
case_057,3,scored,21429,20714,1.034517717,251588,237764,237764,0,,0.410988344,235604,337658,69,151,8,8.481,results_problem3/case_057_3cores/best_plan.json,results_problem3/case_057_3cores/best_result.json.gz
case_057,4,scored,16406,15866,1.034035043,241120,227296,227296,0,,0.400038380,225140,337656,67,150,8,8.196,results_problem3/case_057_4cores/best_plan.json,results_problem3/case_057_4cores/best_result.json.gz
case_057,5,scored,14028,14028,1.000000000,14400,14112,14112,0,,0.000821215,288,350412,1,130,8,6.769,results_problem3/case_057_5cores/best_plan.json,results_problem3/case_057_5cores/best_result.json.gz
case_058,1,scored,4539717,4539717,1.000000000,28696576,28696576,0,28696576,,0.000000000,0,35319808,0,8062,1,65.399,results_problem3/case_058_1cores/best_plan.json,results_problem3/case_058_1cores/best_result.json.gz
case_058,2,scored,2196096,2195580,1.000235018,19181568,19181568,14979072,4202496,,0.255716383,4993024,14532608,857,2788,1,15.658,results_problem3/case_058_2cores/best_plan.json,results_problem3/case_058_2cores/best_result.json.gz
case_058,3,scored,1461951,1461951,1.000000000,16662528,16662528,9191424,7471104,,0.000000000,0,19550208,0,3090,1,13.891,results_problem3/case_058_3cores/best_plan.json,results_problem3/case_058_3cores/best_result.json.gz
case_058,4,scored,1095793,1095352,1.000402610,31772672,31772672,31354880,417792,,0.520136346,16875520,15568896,2800,2877,1,17.595,results_problem3/case_058_4cores/best_plan.json,results_problem3/case_058_4cores/best_result.json.gz
case_058,5,scored,876974,876945,1.000033069,20807680,20807680,20037632,770048,,0.284909910,6217728,15605760,774,2837,1,15.836,results_problem3/case_058_5cores/best_plan.json,results_problem3/case_058_5cores/best_result.json.gz
case_059,1,scored,829473,815938,1.016588270,1691648,1691648,0,1691648,,0.610044313,1691648,1081344,413,352,1,4.607,results_problem3/case_059_1cores/best_plan.json,results_problem3/case_059_1cores/best_result.json.gz
case_059,2,scored,369318,369318,1.000000000,360448,360448,360448,0,,0.000000000,0,1441792,0,528,6,14.842,results_problem3/case_059_2cores/best_plan.json,results_problem3/case_059_2cores/best_result.json.gz
case_059,3,scored,246806,246806,1.000000000,2531328,2531328,2531328,0,,0.605137395,2074624,1353728,663,438,8,24.471,results_problem3/case_059_3cores/best_plan.json,results_problem3/case_059_3cores/best_result.json.gz
case_059,4,scored,185216,185216,1.000000000,1081344,1081344,1081344,0,,0.000000000,0,2162688,0,880,8,19.436,results_problem3/case_059_4cores/best_plan.json,results_problem3/case_059_4cores/best_result.json.gz
case_059,5,scored,149026,149026,1.000000000,5160960,5070848,5070848,0,,0.680813124,3909632,1832960,1268,574,8,28.554,results_problem3/case_059_5cores/best_plan.json,results_problem3/case_059_5cores/best_result.json.gz
case_060,1,scored,888789,887801,1.001112862,2068520,2068520,0,2068520,,0.423143228,1763336,2403896,631,803,1,8.134,results_problem3/case_060_1cores/best_plan.json,results_problem3/case_060_1cores/best_result.json.gz
case_060,2,scored,430219,430180,1.000090660,2281952,2281952,1986992,294960,,0.413181119,1733784,2462400,568,803,8,40.611,results_problem3/case_060_2cores/best_plan.json,results_problem3/case_060_2cores/best_result.json.gz
case_060,3,scored,289089,289089,1.000000000,3793744,3793744,3670840,122904,,0.505910105,2827568,2761504,1088,856,8,46.859,results_problem3/case_060_3cores/best_plan.json,results_problem3/case_060_3cores/best_result.json.gz
case_060,4,scored,217626,217330,1.001361984,4131824,4131824,4099056,32768,,0.479487377,2831676,3073956,1107,943,8,49.133,results_problem3/case_060_4cores/best_plan.json,results_problem3/case_060_4cores/best_result.json.gz
case_060,5,scored,178318,174614,1.021212503,5717140,5717140,5692560,24580,,0.586434090,4344258,3063664,1773,938,8,53.087,results_problem3/case_060_5cores/best_plan.json,results_problem3/case_060_5cores/best_result.json.gz
case_061,1,scored,77191,77191,1.000000000,0,0,0,0,,0.000000000,0,544036,0,259,1,1.709,results_problem3/case_061_1cores/best_plan.json,results_problem3/case_061_1cores/best_result.json.gz
case_061,2,scored,37922,37922,1.000000000,74752,74752,74752,0,,0.057725842,34560,564132,14,266,8,9.309,results_problem3/case_061_2cores/best_plan.json,results_problem3/case_061_2cores/best_result.json.gz
case_061,3,scored,25831,25831,1.000000000,169984,169984,169984,0,,0.084205910,55296,601380,22,279,8,9.695,results_problem3/case_061_3cores/best_plan.json,results_problem3/case_061_3cores/best_result.json.gz
case_061,4,scored,20877,20877,1.000000000,163328,163328,163328,0,,0.128859060,86400,584100,34,275,8,9.733,results_problem3/case_061_4cores/best_plan.json,results_problem3/case_061_4cores/best_result.json.gz
case_061,5,scored,17680,16656,1.061479347,237056,237056,237056,0,,0.134163635,95744,617892,38,287,8,10.607,results_problem3/case_061_5cores/best_plan.json,results_problem3/case_061_5cores/best_result.json.gz
case_062,1,scored,2854809,2854809,1.000000000,0,0,0,0,,0.000000000,0,13400064,0,4362,1,38.969,results_problem3/case_062_1cores/best_plan.json,results_problem3/case_062_1cores/best_result.json.gz
case_062,2,scored,1433656,1433656,1.000000000,104448,104448,104448,0,,0.000000000,0,13452288,0,4396,1,26.625,results_problem3/case_062_2cores/best_plan.json,results_problem3/case_062_2cores/best_result.json.gz
case_062,3,scored,955835,955835,1.000000000,4521984,4521984,4521984,0,,0.000000000,0,15661056,0,5834,1,17.485,results_problem3/case_062_3cores/best_plan.json,results_problem3/case_062_3cores/best_result.json.gz
case_062,4,scored,716538,716538,1.000000000,5062656,5062656,5062656,0,,0.000000000,0,15931392,0,6010,1,17.345,results_problem3/case_062_4cores/best_plan.json,results_problem3/case_062_4cores/best_result.json.gz
case_062,5,scored,575377,575377,1.000000000,4580352,4580352,4580352,0,,0.000000000,0,15690240,0,5853,1,18.892,results_problem3/case_062_5cores/best_plan.json,results_problem3/case_062_5cores/best_result.json.gz
case_063,1,scored,1070397,1070397,1.000000000,0,0,0,0,,0.000000000,0,5019648,0,1634,1,14.831,results_problem3/case_063_1cores/best_plan.json,results_problem3/case_063_1cores/best_result.json.gz
case_063,2,scored,536776,536776,1.000000000,1167360,1167360,1167360,0,,0.000000000,0,5603328,0,2014,8,65.992,results_problem3/case_063_2cores/best_plan.json,results_problem3/case_063_2cores/best_result.json.gz
case_063,3,scored,358955,358955,1.000000000,1711104,1711104,1711104,0,,0.000000000,0,5875200,0,2191,8,71.789,results_problem3/case_063_3cores/best_plan.json,results_problem3/case_063_3cores/best_result.json.gz
case_063,4,scored,270126,270126,1.000000000,1628160,1628160,1628160,0,,0.000000000,0,5833728,0,2164,8,97.143,results_problem3/case_063_4cores/best_plan.json,results_problem3/case_063_4cores/best_result.json.gz
case_063,5,scored,217873,217873,1.000000000,1665024,1665024,1665024,0,,0.000000000,0,5852160,0,2176,8,98.708,results_problem3/case_063_5cores/best_plan.json,results_problem3/case_063_5cores/best_result.json.gz
case_064,1,scored,19116,19116,1.000000000,0,0,0,0,,0.000000000,0,35622,0,62,1,1.274,results_problem3/case_064_1cores/best_plan.json,results_problem3/case_064_1cores/best_result.json.gz
case_064,2,scored,11243,11243,1.000000000,40806,40806,40806,0,,0.197690873,12294,49894,21,106,8,6.862,results_problem3/case_064_2cores/best_plan.json,results_problem3/case_064_2cores/best_result.json.gz
case_064,3,scored,9675,9669,1.000620540,78572,78572,78572,0,,0.267098548,22924,62902,50,139,8,7.314,results_problem3/case_064_3cores/best_plan.json,results_problem3/case_064_3cores/best_result.json.gz
case_064,4,scored,7134,7121,1.001825586,95826,95826,95826,0,,0.236938910,22930,73846,63,151,8,7.761,results_problem3/case_064_4cores/best_plan.json,results_problem3/case_064_4cores/best_result.json.gz
case_064,5,scored,7146,7132,1.001962984,95922,95922,95922,0,,0.242379182,23472,73368,63,153,8,8.059,results_problem3/case_064_5cores/best_plan.json,results_problem3/case_064_5cores/best_result.json.gz
case_065,1,scored,53068,53068,1.000000000,0,0,0,0,,0.000000000,0,299720,0,153,1,1.440,results_problem3/case_065_1cores/best_plan.json,results_problem3/case_065_1cores/best_result.json.gz
case_065,2,scored,22364,22364,1.000000000,69288,69288,69288,0,,0.128478515,46224,313556,12,162,8,6.563,results_problem3/case_065_2cores/best_plan.json,results_problem3/case_065_2cores/best_result.json.gz
case_065,3,scored,16678,16056,1.038739412,115016,115016,115016,0,,0.194855472,78116,322776,24,166,8,6.975,results_problem3/case_065_3cores/best_plan.json,results_problem3/case_065_3cores/best_result.json.gz
case_065,4,scored,13797,13650,1.010769231,174040,174040,174040,0,,0.168006885,72624,359644,23,176,8,7.155,results_problem3/case_065_4cores/best_plan.json,results_problem3/case_065_4cores/best_result.json.gz
case_065,5,scored,11459,11459,1.000000000,55872,55872,55872,0,,0.066413193,23616,331976,9,160,8,6.280,results_problem3/case_065_5cores/best_plan.json,results_problem3/case_065_5cores/best_result.json.gz
case_066,1,scored,359070,359070,1.000000000,0,0,0,0,,0.000000000,0,1027116,0,181,1,8.768,results_problem3/case_066_1cores/best_plan.json,results_problem3/case_066_1cores/best_result.json.gz
case_066,2,scored,179648,179561,1.000484515,1349172,1349172,1349172,0,,0.186277566,372918,1629030,71,467,8,40.323,results_problem3/case_066_2cores/best_plan.json,results_problem3/case_066_2cores/best_result.json.gz
case_066,3,scored,124967,124067,1.007254145,2007220,2007220,2007220,0,,0.303527395,764146,1753406,234,550,8,44.325,results_problem3/case_066_3cores/best_plan.json,results_problem3/case_066_3cores/best_result.json.gz
case_066,4,scored,98947,98034,1.009313095,2404816,2404816,2404816,0,,0.290012696,781242,1912578,319,589,8,46.608,results_problem3/case_066_4cores/best_plan.json,results_problem3/case_066_4cores/best_result.json.gz
case_066,5,scored,85939,83516,1.029012405,2643850,2643850,2643850,0,,0.316458540,909924,1965410,388,668,8,48.309,results_problem3/case_066_5cores/best_plan.json,results_problem3/case_066_5cores/best_result.json.gz
case_067,1,scored,63834834,63834834,1.000000000,264449408,264449408,0,264449408,,0.000000000,0,267185920,0,3881,1,24.454,results_problem3/case_067_1cores/best_plan.json,results_problem3/case_067_1cores/best_result.json.gz
case_067,2,scored,31892838,32073211,0.994376210,249803136,249803136,11428224,238374912,,0.235744753,59099648,191593728,452,1803,8,71.563,results_problem3/case_067_2cores/best_plan.json,results_problem3/case_067_2cores/best_result.json.gz
case_067,3,scored,21878474,21635717,1.011220197,198630144,198630144,16501504,182128640,,0.389907768,77265920,120898688,323,1598,8,78.467,results_problem3/case_067_3cores/best_plan.json,results_problem3/case_067_3cores/best_result.json.gz
case_067,4,scored,15976098,15400935,1.037345979,208759936,207017088,26055808,180961280,,0.922651808,187198464,15693312,885,1692,8,90.929,results_problem3/case_067_4cores/best_plan.json,results_problem3/case_067_4cores/best_result.json.gz
case_067,5,scored,13321145,12335508,1.079902425,209565184,208819712,32308736,176510976,,0.922324897,188455680,15871104,919,1756,8,92.298,results_problem3/case_067_5cores/best_plan.json,results_problem3/case_067_5cores/best_result.json.gz
case_068,1,scored,362095,362095,1.000000000,0,0,0,0,,0.000000000,0,2739974,0,407,1,6.653,results_problem3/case_068_1cores/best_plan.json,results_problem3/case_068_1cores/best_result.json.gz
case_068,2,scored,185515,184997,1.002800045,1653422,1653422,1653422,0,,0.202739605,813710,3199862,76,692,8,35.987,results_problem3/case_068_2cores/best_plan.json,results_problem3/case_068_2cores/best_result.json.gz
case_068,3,scored,130368,129465,1.006974858,2305940,2305940,2305940,0,,0.132658253,620046,4053964,201,748,8,39.311,results_problem3/case_068_3cores/best_plan.json,results_problem3/case_068_3cores/best_result.json.gz
case_068,4,scored,101868,100735,1.011247332,2762406,2762406,2762406,0,,0.057100740,286566,4732038,236,854,8,44.514,results_problem3/case_068_4cores/best_plan.json,results_problem3/case_068_4cores/best_result.json.gz
case_068,5,scored,95451,94416,1.010962125,2564776,2564776,2564776,0,,0.025221342,123798,4784664,144,926,8,44.890,results_problem3/case_068_5cores/best_plan.json,results_problem3/case_068_5cores/best_result.json.gz
case_069,1,scored,25144,25144,1.000000000,0,0,0,0,,0.000000000,0,113766,0,36,1,1.263,results_problem3/case_069_1cores/best_plan.json,results_problem3/case_069_1cores/best_result.json.gz
case_069,2,scored,13247,13246,1.000075494,161990,161990,161990,0,,0.137883580,32262,201718,17,97,8,8.374,results_problem3/case_069_2cores/best_plan.json,results_problem3/case_069_2cores/best_result.json.gz
case_069,3,scored,10424,10109,1.031160352,292394,292394,292394,0,,0.326274568,104648,216088,48,124,8,10.342,results_problem3/case_069_3cores/best_plan.json,results_problem3/case_069_3cores/best_result.json.gz
case_069,4,scored,10017,9082,1.102950892,403598,403598,403598,0,,0.405992354,160138,234298,77,140,8,9.280,results_problem3/case_069_4cores/best_plan.json,results_problem3/case_069_4cores/best_result.json.gz
case_069,5,scored,9272,7959,1.164970474,360498,360402,360402,0,,0.369234250,130576,223064,81,133,8,9.335,results_problem3/case_069_5cores/best_plan.json,results_problem3/case_069_5cores/best_result.json.gz
case_070,1,scored,117300,117300,1.000000000,0,0,0,0,,0.000000000,0,419858,0,193,1,1.735,results_problem3/case_070_1cores/best_plan.json,results_problem3/case_070_1cores/best_result.json.gz
case_070,2,scored,55685,55586,1.001781024,180752,180752,180752,0,,0.212993314,127488,471066,37,200,8,9.053,results_problem3/case_070_2cores/best_plan.json,results_problem3/case_070_2cores/best_result.json.gz
case_070,3,scored,34902,34691,1.006082269,418836,435220,435220,0,,0.296237904,234496,557084,53,212,8,10.704,results_problem3/case_070_3cores/best_plan.json,results_problem3/case_070_3cores/best_result.json.gz
case_070,4,scored,28654,28282,1.013153242,563472,553232,553232,0,,0.316652947,288512,622618,68,222,8,10.911,results_problem3/case_070_4cores/best_plan.json,results_problem3/case_070_4cores/best_result.json.gz
case_070,5,scored,24822,24356,1.019132863,743956,743956,743956,0,,0.309153892,323072,721948,85,227,8,11.214,results_problem3/case_070_5cores/best_plan.json,results_problem3/case_070_5cores/best_result.json.gz
case_071,1,scored,18919,18919,1.000000000,0,0,0,0,,0.000000000,0,111462,0,35,1,1.267,results_problem3/case_071_1cores/best_plan.json,results_problem3/case_071_1cores/best_result.json.gz
case_071,2,scored,10396,10395,1.000096200,119846,119846,119846,0,,0.225448250,45316,155688,10,79,8,5.907,results_problem3/case_071_2cores/best_plan.json,results_problem3/case_071_2cores/best_result.json.gz
case_071,3,scored,8246,8020,1.028179551,243978,243978,243978,0,,0.182694950,53192,237960,32,112,8,8.079,results_problem3/case_071_3cores/best_plan.json,results_problem3/case_071_3cores/best_result.json.gz
case_071,4,scored,7923,6560,1.207774390,263694,232686,232686,0,,0.352938615,97260,178312,43,105,8,7.298,results_problem3/case_071_4cores/best_plan.json,results_problem3/case_071_4cores/best_result.json.gz
case_071,5,scored,7715,6841,1.127759100,297042,297042,297042,0,,0.271449612,86992,233480,64,120,8,7.772,results_problem3/case_071_5cores/best_plan.json,results_problem3/case_071_5cores/best_result.json.gz
case_072,1,scored,23897828,23890756,1.000296014,108613680,108613680,0,108613680,,0.026210198,3137536,116569150,383,13766,1,76.020,results_problem3/case_072_1cores/best_plan.json,results_problem3/case_072_1cores/best_result.json.gz
case_072,2,scored,11985940,11973525,1.001036871,148672560,148672560,27607040,121065520,,0.118442099,16564224,123286590,2022,14586,1,41.952,results_problem3/case_072_2cores/best_plan.json,results_problem3/case_072_2cores/best_result.json.gz
case_072,3,scored,8152149,8144722,1.000911879,219517292,219517292,128133468,91383824,,0.124871274,18230412,127763230,2387,15405,1,41.895,results_problem3/case_072_3cores/best_plan.json,results_problem3/case_072_3cores/best_result.json.gz
case_072,4,scored,6254063,6236802,1.002767604,150450224,150450224,55926784,94523440,,0.202290850,28409856,112030782,3468,13212,1,37.298,results_problem3/case_072_4cores/best_plan.json,results_problem3/case_072_4cores/best_result.json.gz
case_072,5,scored,4796401,4765197,1.006548313,130777776,130777776,39232176,91545600,,0.305343323,43319296,98551486,5288,11502,1,27.769,results_problem3/case_072_5cores/best_plan.json,results_problem3/case_072_5cores/best_result.json.gz
case_073,1,scored,10081626,10081626,1.000000000,141570432,141570432,0,141570432,,0.000000000,0,145160448,0,2120,1,9.259,results_problem3/case_073_1cores/best_plan.json,results_problem3/case_073_1cores/best_result.json.gz
case_073,2,scored,5285049,5505050,0.960036512,100529024,100529024,4746112,95782912,,0.093402689,9690112,94055424,124,973,8,38.405,results_problem3/case_073_2cores/best_plan.json,results_problem3/case_073_2cores/best_result.json.gz
case_073,3,scored,4121301,3826011,1.077179600,132847872,132847872,8816384,124031488,,0.247037049,33587584,102374144,434,1195,8,37.843,results_problem3/case_073_3cores/best_plan.json,results_problem3/case_073_3cores/best_result.json.gz
case_073,4,scored,3372559,3076967,1.096066029,97942144,97942144,12817024,85125120,,0.261255261,26361216,74540928,186,1065,8,46.701,results_problem3/case_073_4cores/best_plan.json,results_problem3/case_073_4cores/best_result.json.gz
case_073,5,scored,2994495,2771404,1.080497466,101126144,101126144,16599040,84527104,,0.206312885,21477376,82623616,221,1084,8,44.117,results_problem3/case_073_5cores/best_plan.json,results_problem3/case_073_5cores/best_result.json.gz
case_074,1,scored,1682239,1678120,1.002454532,6070280,6070280,0,6070280,,0.166804850,1642496,8204316,214,1214,1,4.781,results_problem3/case_074_1cores/best_plan.json,results_problem3/case_074_1cores/best_result.json.gz
case_074,2,scored,832145,831632,1.000616859,7200768,7200768,2285568,4915200,,0.210407625,2301952,8638488,338,1331,8,29.305,results_problem3/case_074_2cores/best_plan.json,results_problem3/case_074_2cores/best_result.json.gz
case_074,3,scored,554189,553308,1.001592242,7868428,7868428,4661260,3207168,,0.380231170,4427776,7217182,705,1079,8,28.873,results_problem3/case_074_3cores/best_plan.json,results_problem3/case_074_3cores/best_result.json.gz
case_074,4,scored,422052,415062,1.016840858,7303220,7626802,7000114,626688,,0.533033015,5849096,5124138,979,803,8,37.003,results_problem3/case_074_4cores/best_plan.json,results_problem3/case_074_4cores/best_result.json.gz
case_074,5,scored,345058,343554,1.004377769,7983104,7983104,6799360,1183744,,0.318703634,3747840,8011800,653,1229,8,33.797,results_problem3/case_074_5cores/best_plan.json,results_problem3/case_074_5cores/best_result.json.gz
case_075,1,scored,1441809,1441809,1.000000000,0,0,0,0,,0.000000000,0,1819782,0,269,1,12.830,results_problem3/case_075_1cores/best_plan.json,results_problem3/case_075_1cores/best_result.json.gz
case_075,2,scored,724408,723990,1.000577356,2777222,2777222,2777222,0,,0.129809298,458758,3075334,88,954,8,64.157,results_problem3/case_075_2cores/best_plan.json,results_problem3/case_075_2cores/best_result.json.gz
case_075,3,scored,482691,480999,1.003517679,4925452,4941452,4941452,0,,0.319951230,1571340,3339846,402,978,8,63.630,results_problem3/case_075_3cores/best_plan.json,results_problem3/case_075_3cores/best_result.json.gz
case_075,4,scored,389698,389014,1.001758291,4852784,4852784,4852784,0,,0.451903411,2310668,2802522,594,818,8,62.943,results_problem3/case_075_4cores/best_plan.json,results_problem3/case_075_4cores/best_result.json.gz
case_075,5,scored,322990,322387,1.001870423,5507508,5507508,5507508,0,,0.270066202,1476500,3990678,713,919,8,66.204,results_problem3/case_075_5cores/best_plan.json,results_problem3/case_075_5cores/best_result.json.gz
case_076,1,scored,6185113,6183098,1.000325888,28280832,28280832,0,28280832,,0.133576619,4347904,28201984,1627,10912,1,48.536,results_problem3/case_076_1cores/best_plan.json,results_problem3/case_076_1cores/best_result.json.gz
case_076,2,scored,3083890,3083890,1.000000000,15496196,15496196,4142084,11354112,,0.280069060,3984384,10242050,1612,3719,1,37.959,results_problem3/case_076_2cores/best_plan.json,results_problem3/case_076_2cores/best_result.json.gz
case_076,3,scored,2050955,2050955,1.000000000,20953480,20953480,20609416,344064,,0.419214827,7960576,11028676,3212,3987,1,35.092,results_problem3/case_076_3cores/best_plan.json,results_problem3/case_076_3cores/best_result.json.gz
case_076,4,scored,1536520,1536520,1.000000000,25074700,25074700,23178252,1896448,,0.519622055,11999232,11092998,4840,4011,1,35.205,results_problem3/case_076_4cores/best_plan.json,results_problem3/case_076_4cores/best_result.json.gz
case_076,5,scored,1227382,1227382,1.000000000,27101580,27101580,26737036,364544,,0.613376215,16034816,10107078,6469,3691,1,33.893,results_problem3/case_076_5cores/best_plan.json,results_problem3/case_076_5cores/best_result.json.gz
case_077,1,scored,495320,495320,1.000000000,0,0,0,0,,0.000000000,0,2141260,0,336,1,5.895,results_problem3/case_077_1cores/best_plan.json,results_problem3/case_077_1cores/best_result.json.gz
case_077,2,scored,250535,250514,1.000083828,1516588,1516588,1516588,0,,0.110589559,339640,2731536,77,573,8,32.161,results_problem3/case_077_2cores/best_plan.json,results_problem3/case_077_2cores/best_result.json.gz
case_077,3,scored,172020,172008,1.000069764,2407302,2407302,2407302,0,,0.146550983,535378,3117808,193,685,8,37.208,results_problem3/case_077_3cores/best_plan.json,results_problem3/case_077_3cores/best_result.json.gz
case_077,4,scored,129782,128889,1.006928442,2672898,2697438,2697438,0,,0.112505515,434042,3423920,254,728,8,39.165,results_problem3/case_077_4cores/best_plan.json,results_problem3/case_077_4cores/best_result.json.gz
case_077,5,scored,107828,107026,1.007493506,2854170,2854170,2854170,0,,0.088235043,350960,3626598,246,813,8,39.739,results_problem3/case_077_5cores/best_plan.json,results_problem3/case_077_5cores/best_result.json.gz
case_078,1,scored,2296143,2296143,1.000000000,12644568,12644568,0,12644568,,0.000000000,0,14776152,0,381,1,1.810,results_problem3/case_078_1cores/best_plan.json,results_problem3/case_078_1cores/best_result.json.gz
case_078,2,scored,1067370,1054712,1.012001380,3610752,3610752,2148480,1462272,,0.188848189,1069056,4591872,8,158,8,9.474,results_problem3/case_078_2cores/best_plan.json,results_problem3/case_078_2cores/best_result.json.gz
case_078,3,scored,702362,699477,1.004124510,6705408,6177024,6177024,0,,0.500676664,3746952,3736824,121,273,8,11.258,results_problem3/case_078_3cores/best_plan.json,results_problem3/case_078_3cores/best_result.json.gz
case_078,4,scored,564504,558736,1.010323301,6445440,6451584,6451584,0,,0.077139640,670752,8024544,50,178,8,11.332,results_problem3/case_078_4cores/best_plan.json,results_problem3/case_078_4cores/best_result.json.gz
case_078,5,scored,467821,430874,1.085748966,11899392,11493888,11493888,0,,0.507500312,6237528,6053160,220,343,8,12.838,results_problem3/case_078_5cores/best_plan.json,results_problem3/case_078_5cores/best_result.json.gz
case_079,1,scored,31052251,31052251,1.000000000,32448512,32448512,0,32448512,,0.000000000,0,38260736,0,9044,1,81.346,results_problem3/case_079_1cores/best_plan.json,results_problem3/case_079_1cores/best_result.json.gz
case_079,2,scored,15121479,15121479,1.000000000,93573120,93573120,60354560,33218560,,0.051375195,3649536,67387392,594,11541,1,40.265,results_problem3/case_079_2cores/best_plan.json,results_problem3/case_079_2cores/best_result.json.gz
case_079,3,scored,10353747,10350887,1.000276305,211304448,211304448,116416512,94887936,,0.020054348,2267136,110782464,439,9764,1,25.745,results_problem3/case_079_3cores/best_plan.json,results_problem3/case_079_3cores/best_result.json.gz
case_079,4,scored,7635624,7635624,1.000000000,30445568,30445568,10948608,19496960,,0.000000000,0,36257792,0,7664,1,19.870,results_problem3/case_079_4cores/best_plan.json,results_problem3/case_079_4cores/best_result.json.gz
case_079,5,scored,6074527,6074279,1.000040828,47542272,47542272,23248896,24293376,,0.236181483,12601344,40753152,2136,9405,1,22.597,results_problem3/case_079_5cores/best_plan.json,results_problem3/case_079_5cores/best_result.json.gz
case_080,1,scored,292138,291826,1.001069130,548864,548864,0,548864,,0.168614357,413696,2039808,101,312,1,1.865,results_problem3/case_080_1cores/best_plan.json,results_problem3/case_080_1cores/best_result.json.gz
case_080,2,scored,145224,145224,1.000000000,1331200,1331200,1331200,0,,0.249658936,749568,2252800,107,350,8,11.580,results_problem3/case_080_2cores/best_plan.json,results_problem3/case_080_2cores/best_result.json.gz
case_080,3,scored,97525,97525,1.000000000,1376256,1376256,1376256,0,,0.117154812,344064,2592768,42,405,8,12.924,results_problem3/case_080_3cores/best_plan.json,results_problem3/case_080_3cores/best_result.json.gz
case_080,4,scored,90804,74545,1.218109867,3362816,3362816,3362816,0,,0.443979933,2174976,2723840,363,425,8,15.213,results_problem3/case_080_4cores/best_plan.json,results_problem3/case_080_4cores/best_result.json.gz
case_080,5,scored,91352,64117,1.424770342,3178496,3178496,3178496,0,,0.361518550,1716224,3031040,260,463,8,15.646,results_problem3/case_080_5cores/best_plan.json,results_problem3/case_080_5cores/best_result.json.gz
case_081,1,scored,151795,151795,1.000000000,0,0,0,0,,0.000000000,0,1044820,0,680,1,6.729,results_problem3/case_081_1cores/best_plan.json,results_problem3/case_081_1cores/best_result.json.gz
case_081,2,scored,76860,76860,1.000000000,0,0,0,0,,0.000000000,0,1044820,0,680,6,20.995,results_problem3/case_081_2cores/best_plan.json,results_problem3/case_081_2cores/best_result.json.gz
case_081,3,scored,51943,51943,1.000000000,0,0,0,0,,0.000000000,0,1044820,0,680,8,25.616,results_problem3/case_081_3cores/best_plan.json,results_problem3/case_081_3cores/best_result.json.gz
case_081,4,scored,39588,39588,1.000000000,0,0,0,0,,0.000000000,0,1044820,0,680,8,25.186,results_problem3/case_081_4cores/best_plan.json,results_problem3/case_081_4cores/best_result.json.gz
case_081,5,scored,30943,30943,1.000000000,0,0,0,0,,0.000000000,0,1044820,0,680,8,23.815,results_problem3/case_081_5cores/best_plan.json,results_problem3/case_081_5cores/best_result.json.gz
case_082,1,scored,721041,721041,1.000000000,0,0,0,0,,0.000000000,0,566406,0,89,1,5.058,results_problem3/case_082_1cores/best_plan.json,results_problem3/case_082_1cores/best_result.json.gz
